编号,英文名,效力球队(全称),效力球队(缩写),中文译名
78016,Robert Rose,,,
78017,Alexander Rosenberg,,,
78018,Lennie Rosenbluth,Golden State Warriors,GSW,
78019,Hank Rosenstein,New York Knicks,NYK,
78020,Dick Rosenthal,Detroit Pistons,DET,
2624,Quinton Ross,LA Clippers|Memphis Grizzlies|Dallas Mavericks|Washington Wizards|Brooklyn Nets,LAC|MEM|DAL|WAS|BKN,
203082,Terrence Ross,Toronto Raptors|Orlando Magic|Phoenix Suns,TOR|ORL|PHX,
78021,Doug Roth,,,
78022,Scott Roth,Utah Jazz|San Antonio Spurs|Minnesota Timberwolves,UTA|SAS|MIN,
78023,Irv Rothenberg,Washington Wizards|New York Knicks,WAS|NYK,
78024,Mickey Rottner,,,
78025,Dan Roundfield,Indiana Pacers|Atlanta Hawks|Detroit Pistons|Washington Wizards,IND|ATL|DET|WAS,
78026,Giff Roux,,,
78027,Ron Rowan,,,
78028,Curtis Rowe,Detroit Pistons|Boston Celtics,DET|BOS,
1642050,Jackson Rowe,,,
78029,Jim Rowinski,Detroit Pistons|Philadelphia 76ers|Miami Heat,DET|PHI|MIA,
78030,Derrick Rowland,,,
78031,Brian Rowsom,Indiana Pacers|Charlotte Hornets,IND|CHA,
200750,Brandon Roy,Portland Trail Blazers|Minnesota Timberwolves,POR|MIN,
140,Donald Royal,Minnesota Timberwolves|San Antonio Spurs|Orlando Magic|Golden State Warriors|Charlotte Hornets,MIN|SAS|ORL|GSW|CHA,
78033,Bob Royer,,,
32,Clifford Rozier,Golden State Warriors|Toronto Raptors|Minnesota Timberwolves,GSW|TOR|MIN,
1626179,Terry Rozier,Boston Celtics|Charlotte Hornets|Miami Heat,BOS|CHA|MIA,
201937,Ricky Rubio,Minnesota Timberwolves|Utah Jazz|Phoenix Suns|Cleveland Cavaliers,MIN|UTA|PHX|CLE,
2462,Guy Rucker,,,
78035,Delaney Rudd,Utah Jazz|Portland Trail Blazers,UTA|POR,
78036,John Rudd,,,
204014,Damjan Rudez,Indiana Pacers|Minnesota Timberwolves|Orlando Magic,IND|MIN|ORL,
78037,John Rudometkin,New York Knicks|Golden State Warriors,NYK|GSW,
1913,Michael Ruffin,Chicago Bulls|Philadelphia 76ers|Utah Jazz|Washington Wizards|Milwaukee Bucks|Portland Trail Blazers,CHI|PHI|UTA|WAS|MIL|POR,
460,Trevor Ruffin,Phoenix Suns|Philadelphia 76ers,PHX|PHI,
78039,Paul Ruffner,Chicago Bulls|LA Clippers,CHI|LAC,
78040,Joe Ruklick,Golden State Warriors,GSW,
78041,Jeff Ruland,Washington Wizards|Philadelphia 76ers|Detroit Pistons,WAS|PHI|DET,
78042,Bob Rule,Oklahoma City Thunder|Philadelphia 76ers|Cleveland Cavaliers|Milwaukee Bucks,OKC|PHI|CLE|MIL,
78043,Jerry Rullo,Golden State Warriors,GSW,
1641712,Rayan Rupert,Portland Trail Blazers|Memphis Grizzlies,POR|MEM,
474,Stefano Rusconi,,,
201575,Brandon Rush,Indiana Pacers|Golden State Warriors|Utah Jazz|Minnesota Timberwolves,IND|GSW|UTA|MIN,
2416,Kareem Rush,Los Angeles Lakers|Charlotte Hornets|Indiana Pacers|Philadelphia 76ers|LA Clippers,LAL|CHA|IND|PHI|LAC,
78049,Bill Russell,Boston Celtics,BOS,
935,Bryon Russell,Utah Jazz|Washington Wizards|Los Angeles Lakers|Denver Nuggets,UTA|WAS|LAL|DEN,
78047,Campy Russell,Cleveland Cavaliers|New York Knicks,CLE|NYK,
78045,Cazzie Russell,New York Knicks|Golden State Warriors|Los Angeles Lakers|Chicago Bulls,NYK|GSW|LAL|CHI,
1626156,D'Angelo Russell,Los Angeles Lakers|Brooklyn Nets|Golden State Warriors|Minnesota Timberwolves|Dallas Mavericks,LAL|BKN|GSW|MIN|DAL,
78046,Frank Russell,,,
78048,Walker Russell,Detroit Pistons|Atlanta Hawks|Indiana Pacers,DET|ATL|IND,
201041,Walker Russell,,,
1642504,Cormac Ryan,,,
1630346,Matt Ryan,Boston Celtics|Los Angeles Lakers|Minnesota Timberwolves|New Orleans Pelicans|New York Knicks,BOS|LAL|MIN|NOP|NYK,
717,Arvydas Sabonis,Portland Trail Blazers,POR,
1627734,Domantas Sabonis,Oklahoma City Thunder|Indiana Pacers|Sacramento Kings,OKC|IND|SAC,
203135,Robert Sacre,Los Angeles Lakers,LAL,
78050,Ed Sadowski,Boston Celtics|Golden State Warriors,BOS|GSW,
78051,Kenny Sailors,Golden State Warriors,GSW,
1642275,Tidjane Salaün,Charlotte Hornets,CHA,
927,John Salley,Detroit Pistons|Miami Heat|Toronto Raptors|Chicago Bulls|Los Angeles Lakers,DET|MIA|TOR|CHI|LAL,
1642282,Hunter Sallis,,,
2422,John Salmons,Philadelphia 76ers|Sacramento Kings|Chicago Bulls|Milwaukee Bucks|Toronto Raptors|New Orleans Pelicans,PHI|SAC|CHI|MIL|TOR|NOP,
1089,Kevin Salvadori,Sacramento Kings,SAC,
2066,Soumaila Samake,Brooklyn Nets|Los Angeles Lakers,BKN|LAL,
1629677,Luka Samanic,San Antonio Spurs|Utah Jazz,SAS|UTA,
200798,Cheikh Samb,Detroit Pistons|Denver Nuggets|LA Clippers|New York Knicks,DET|DEN|LAC|NYK,
1629102,Brandon Sampson,,,
203960,JaKarr Sampson,Philadelphia 76ers|Denver Nuggets|Sacramento Kings|Chicago Bulls|Indiana Pacers,PHI|DEN|SAC|CHI|IND,
2441,Jamal Sampson,Milwaukee Bucks|Los Angeles Lakers|Charlotte Hornets|Sacramento Kings|Denver Nuggets,MIL|LAL|CHA|SAC|DEN,
78055,Ralph Sampson,Houston Rockets|Golden State Warriors|Sacramento Kings|Washington Wizards,HOU|GSW|SAC|WAS,
202396,Samardo Samuels,Cleveland Cavaliers,CLE,
1631257,Jermaine Samuels Jr.,,,
2143,Pepe Sanchez,Atlanta Hawks|Philadelphia 76ers|Detroit Pistons,ATL|PHI|DET,
78057,Frankie Sanders,San Antonio Spurs|Boston Celtics|Sacramento Kings,SAS|BOS|SAC,
1874,Jeff Sanders,Chicago Bulls|Charlotte Hornets|Atlanta Hawks,CHI|CHA|ATL,
1642920,Kobe Sanders,,,
202336,Larry Sanders,Milwaukee Bucks|Cleveland Cavaliers,MIL|CLE,
2684,Melvin Sanders,,,
78059,Mike Sanders,San Antonio Spurs|Phoenix Suns|Cleveland Cavaliers|Indiana Pacers,SAS|PHX|CLE|IND,
78060,Thomas Sanders,Boston Celtics,BOS,
1642362,Payton Sandfort,,,
1641766,Adama Sanogo,Chicago Bulls,CHI,
2091,Daniel Santiago,Phoenix Suns|Milwaukee Bucks,PHX|MIL,
78061,Bob Santini,,,
1630611,Gui Santos,Golden State Warriors,GSW,
78062,Wayne Sappleton,,,
1642879,Ben Saraf,,,
203967,Dario Saric,Philadelphia 76ers|Minnesota Timberwolves|Phoenix Suns|Oklahoma City Thunder|Golden State Warriors|Denver Nuggets|Sacramento Kings,PHI|MIN|PHX|OKC|GSW|DEN|SAC,
1642259,Alex Sarr,Washington Wizards,WAS,
1630846,Olivier Sarr,Oklahoma City Thunder|Cleveland Cavaliers,OKC|CLE,
987,Jason Sasser,San Antonio Spurs|Dallas Mavericks|Memphis Grizzlies,SAS|DAL|MEM,
2219,Jeryl Sasser,Orlando Magic,ORL,
1631204,Marcus Sasser,Detroit Pistons,DET,
203107,Tomas Satoransky,Washington Wizards|Chicago Bulls|New Orleans Pelicans|San Antonio Spurs,WAS|CHI|NOP|SAS,
2261,Kenny Satterfield,Denver Nuggets|Philadelphia 76ers,DEN|PHI,
78063,Frank Saul,Sacramento Kings|Los Angeles Lakers|Atlanta Hawks,SAC|LAL|ATL,
78064,Woody Sauldsberry,Golden State Warriors|Atlanta Hawks|Washington Wizards|Boston Celtics,GSW|ATL|WAS|BOS,
78065,Fred Saunders,Phoenix Suns|Boston Celtics|Utah Jazz,PHX|BOS|UTA,
78066,Don Savage,Philadelphia 76ers,PHI,
2453,Predrag Savovic,,,
78067,Alan Sawyer,,,
2243,Brian Scalabrine,Brooklyn Nets|Boston Celtics|Chicago Bulls,BKN|BOS|CHI,
2637,Alex Scales,,,
78068,Dewayne Scales,New York Knicks|Washington Wizards,NYK|WAS,
78069,Frank Schade,,,
78070,Ben Schadler,,,
78071,Herm Schaefer,Los Angeles Lakers,LAL,
78072,Bob Schafer,,,
1630648,Jordan Schakel,Washington Wizards,WAS,
78073,Ben Scharnus,,,
78074,Marv Schatzman,,,
78075,Fred Schaus,Detroit Pistons|New York Knicks,DET|NYK,
7,Dan Schayes,Utah Jazz|Denver Nuggets|Milwaukee Bucks|Los Angeles Lakers|Phoenix Suns|Miami Heat|Orlando Magic,UTA|DEN|MIL|LAL|PHX|MIA|ORL,
78076,Dolph Schayes,Philadelphia 76ers,PHI,
78078,Ossie Schectman,,,
88,Steve Scheffler,Charlotte Hornets|Sacramento Kings|Denver Nuggets|Oklahoma City Thunder,CHA|SAC|DEN|OKC,
78080,Tom Scheffler,,,
1631248,Baylor Scheierman,Boston Celtics,BOS,
78081,Dave Schellhase,Chicago Bulls,CHI,
101195,Luke Schenscher,Chicago Bulls|Portland Trail Blazers,CHI|POR,
78082,Herb Scherer,Atlanta Hawks|New York Knicks,ATL|NYK,
368,Dwayne Schintzius,San Antonio Spurs|Sacramento Kings|Brooklyn Nets|Indiana Pacers|LA Clippers|Boston Celtics,SAS|SAC|BKN|IND|LAC|BOS,
78084,Dale Schlueter,Golden State Warriors|Portland Trail Blazers|Philadelphia 76ers|Atlanta Hawks|LA Clippers|Phoenix Suns,GSW|POR|PHI|ATL|LAC|PHX,
78085,Otto Schnellbacher,,,
78086,Dick Schnittker,Los Angeles Lakers,LAL,
78087,Russ Schoene,Philadelphia 76ers|Indiana Pacers|Oklahoma City Thunder,PHI|IND|OKC,
1629678,Admiral Schofield,Washington Wizards|Orlando Magic,WAS|ORL,
78088,Dave Scholz,,,
78089,Milt Schoon,,,
96,Detlef Schrempf,Dallas Mavericks|Indiana Pacers|Oklahoma City Thunder|Portland Trail Blazers,DAL|IND|OKC|POR,
203471,Dennis Schr?der,Atlanta Hawks|Oklahoma City Thunder|Los Angeles Lakers|Boston Celtics|Houston Rockets|Toronto Raptors|Brooklyn Nets|Golden State Warriors|Detroit Pistons|Sacramento Kings|Cleveland Cavaliers,ATL|OKC|LAL|BOS|HOU|TOR|BKN|GSW|DET|SAC|CLE,
78091,Howie Schultz,Detroit Pistons|Los Angeles Lakers,DET|LAL,
78092,Dick Schulz,Washington Wizards|Atlanta Hawks,WAS|ATL,
78093,John Schweitz,Oklahoma City Thunder|Detroit Pistons,OKC|DET,
2449,Luis Scola,Houston Rockets|Phoenix Suns|Indiana Pacers|Toronto Raptors|Brooklyn Nets,HOU|PHX|IND|TOR|BKN,
78094,Freddie Scolari,Philadelphia 76ers|Detroit Pistons|Boston Celtics,PHI|DET|BOS,
78095,Alvin Scott,Phoenix Suns,PHX,
1064,Brent Scott,,,
2,Byron Scott,Los Angeles Lakers|Indiana Pacers|Memphis Grizzlies,LAL|IND|MEM,
78097,Charlie Scott,Phoenix Suns|Boston Celtics|Los Angeles Lakers|Denver Nuggets,PHX|BOS|LAL|DEN,
192,Dennis Scott,Orlando Magic|Dallas Mavericks|Phoenix Suns|New York Knicks|Minnesota Timberwolves|Memphis Grizzlies,ORL|DAL|PHX|NYK|MIN|MEM,
1109,James Scott,,,
203118,Mike Scott,Atlanta Hawks|Washington Wizards|LA Clippers|Philadelphia 76ers,ATL|WAS|LAC|PHI,
78100,Ray Scott,Detroit Pistons|Washington Wizards,DET|WAS,
1035,Shawnelle Scott,Cleveland Cavaliers|San Antonio Spurs|Denver Nuggets,CLE|SAS|DEN,
1630286,Trevon Scott,Cleveland Cavaliers|Brooklyn Nets,CLE|BKN,
1630206,Jay Scrubb,LA Clippers|Orlando Magic,LAC|ORL,
78102,Carey Scurry,Utah Jazz|New York Knicks,UTA|NYK,
1631220,Dereon Seabron,New Orleans Pelicans,NOP,
78103,Bruce Seals,Oklahoma City Thunder,OKC,
1578,Shea Seals,,,
907,Malik Sealy,Indiana Pacers|LA Clippers|Detroit Pistons|Minnesota Timberwolves,IND|LAC|DET|MIN,
78105,Ed Searcy,,,
78106,Ken Sears,New York Knicks|Golden State Warriors,NYK|GSW,
1641813,Mark Sears,,,
78107,Wayne See,,,
200757,Thabo Sefolosha,Chicago Bulls|Oklahoma City Thunder|Atlanta Hawks|Utah Jazz|Houston Rockets,CHI|OKC|ATL|UTA|HOU,
938,Rony Seikaly,Miami Heat|Golden State Warriors|Orlando Magic|Brooklyn Nets,MIA|GSW|ORL|BKN,
78109,Glen Selbo,,,
202729,Josh Selby,Memphis Grizzlies,MEM,
1627782,Wayne Selden,New Orleans Pelicans|Memphis Grizzlies|Chicago Bulls|New York Knicks,NOP|MEM|CHI|NYK,
78110,Brad Sellers,Chicago Bulls|Oklahoma City Thunder|Minnesota Timberwolves|Detroit Pistons,CHI|OKC|MIN|DET,
78111,Phil Sellers,,,
78112,Rollie Seltz,,,
78113,Frank Selvy,Atlanta Hawks|New York Knicks|Los Angeles Lakers,ATL|NYK|LAL,
78114,Jim Seminoff,Boston Celtics,BOS,
200754,Mouhamed Sene,Oklahoma City Thunder|New York Knicks,OKC|NYK,
78115,George Senesky,Golden State Warriors,GSW,
1630578,Alperen Sengun,Houston Rockets,HOU,
1641729,Brice Sensabaugh,Utah Jazz,UTA,
202338,Kevin Seraphin,Washington Wizards|New York Knicks|Indiana Pacers,WAS|NYK|IND,
1738,Ansu Sesay,Oklahoma City Thunder|Golden State Warriors,OKC|GSW,
201196,Ramon Sessions,Milwaukee Bucks|Minnesota Timberwolves|Cleveland Cavaliers|Los Angeles Lakers|Charlotte Hornets|Sacramento Kings|Washington Wizards|New York Knicks,MIL|MIN|CLE|LAL|CHA|SAC|WAS|NYK,
78116,Tom Sewell,,,
1629012,Collin Sexton,Cleveland Cavaliers|Utah Jazz|Charlotte Hornets|Chicago Bulls,CLE|UTA|CHA|CHI,
78117,Paul Seymour,Philadelphia 76ers,PHI,
78118,Nick Shaback,,,
1593,Charles Shackleford,Brooklyn Nets|Philadelphia 76ers|Minnesota Timberwolves|Charlotte Hornets,BKN|PHI|MIN|CHA,
78120,Carl Shaeffer,,,
78121,Lee Shaffer,Philadelphia 76ers,PHI,
201203,Mustafa Shakur,Washington Wizards|Oklahoma City Thunder,WAS|OKC,
1629013,Landry Shamet,Philadelphia 76ers|LA Clippers|Brooklyn Nets|Phoenix Suns|Washington Wizards|New York Knicks,PHI|LAC|BKN|PHX|WAS|NYK,
1539,God Shammgod,,,
78123,Earl Shannon,Boston Celtics,BOS,
78124,Howie Shannon,Boston Celtics,BOS,
1630545,Terrence Shannon Jr.,Minnesota Timberwolves,MIN,
78125,Charlie Share,Detroit Pistons|Atlanta Hawks,DET|ATL,
78126,Bill Sharman,Boston Celtics,BOS,
1630549,Day'Ron Sharpe,Brooklyn Nets,BKN,
1631101,Shaedon Sharpe,Portland Trail Blazers,POR,
201594,Walter Sharpe,,,
1117,John Shasky,Miami Heat|Golden State Warriors|Dallas Mavericks,MIA|GSW|DAL,
78128,Ron Shavlik,New York Knicks,NYK,
216,Brian Shaw,Boston Celtics|Miami Heat|Orlando Magic|Golden State Warriors|Philadelphia 76ers|Portland Trail Blazers|Los Angeles Lakers,BOS|MIA|ORL|GSW|PHI|POR|LAL,
1745,Casey Shaw,,,
1629621,Marial Shayok,,,
78130,Bob Shea,,,
1642347,Jamal Shead,Toronto Raptors,TOR,
78131,Fred Sheffield,,,
78132,Craig Shelton,Atlanta Hawks,ATL,
78133,Lonnie Shelton,New York Knicks|Oklahoma City Thunder|Cleveland Cavaliers,NYK|OKC|CLE,
203129,Tornike Shengelia,Brooklyn Nets|Chicago Bulls,BKN|CHI,
1641767,Ben Sheppard,Indiana Pacers,IND,
1852,Jeff Sheppard,,,
1642263,Reed Sheppard,Houston Rockets,HOU,
78135,Steve Sheppard,Chicago Bulls|Detroit Pistons,CHI|DET,
78136,Edmund Sherod,,,
78653,Charlie Shipp,,,
2321,Paul Shirley,Atlanta Hawks|Chicago Bulls|Phoenix Suns,ATL|CHI|PHX,
78138,Gene Short,Oklahoma City Thunder|New York Knicks,OKC|NYK,
78139,Purvis Short,Golden State Warriors|Houston Rockets|Brooklyn Nets,GSW|HOU|BKN,
78140,Dexter Shouse,,,
78141,Dick Shrider,,,
78142,Gene Shue,New York Knicks|Detroit Pistons|Washington Wizards,NYK|DET|WAS,
1642917,Max Shulga,,,
78143,John Shumate,LA Clippers|Phoenix Suns|Detroit Pistons|Houston Rockets|San Antonio Spurs|Oklahoma City Thunder,LAC|PHX|DET|HOU|SAS|OKC,
202697,Iman Shumpert,New York Knicks|Cleveland Cavaliers|Sacramento Kings|Houston Rockets|Brooklyn Nets,NYK|CLE|SAC|HOU|BKN,
203144,Alexey Shved,Minnesota Timberwolves|Philadelphia 76ers|Houston Rockets|New York Knicks,MIN|PHI|HOU|NYK,
1627783,Pascal Siakam,Toronto Raptors|Indiana Pacers,TOR|IND,
1626296,Jordan Sibert,,,
78144,Sam Sibert,,,
78145,Mark Sibley,,,
78146,Jerry Sichting,Indiana Pacers|Boston Celtics|Portland Trail Blazers|Charlotte Hornets|Milwaukee Bucks,IND|BOS|POR|CHA|MIL,
78147,Larry Siegfried,Boston Celtics|Houston Rockets|Atlanta Hawks,BOS|HOU|ATL,
78148,Ralph Siewert,,,
78149,Jack Sikma,Oklahoma City Thunder|Milwaukee Bucks,OKC|MIL,
78150,James Silas,San Antonio Spurs|Cleveland Cavaliers,SAS|CLE,
78151,Paul Silas,Atlanta Hawks|Phoenix Suns|Boston Celtics|Denver Nuggets|Oklahoma City Thunder,ATL|PHX|BOS|DEN|OKC,
202918,Xavier Silas,Philadelphia 76ers|Boston Celtics,PHI|BOS,
202081,Garret Siler,,,
78152,Mike Silliman,,,
1629735,Chris Silva,Miami Heat|Sacramento Kings|Minnesota Timberwolves|Dallas Mavericks,MIA|SAC|MIN|DAL,
101134,Wayne Simien,Miami Heat,MIA,
1627732,Ben Simmons,Philadelphia 76ers|Brooklyn Nets|LA Clippers,PHI|BKN|LAC,
2250,Bobby Simmons,Washington Wizards|LA Clippers|Milwaukee Bucks|Brooklyn Nets|San Antonio Spurs,WAS|LAC|MIL|BKN|SAS,
200759,Cedric Simmons,New Orleans Pelicans|Cleveland Cavaliers|Chicago Bulls|Sacramento Kings,NOP|CLE|CHI|SAC,
78153,Connie Simmons,Boston Celtics|New York Knicks|Philadelphia 76ers|Sacramento Kings,BOS|NYK|PHI|SAC,
78154,Johnny Simmons,,,
203613,Jonathon Simmons,San Antonio Spurs|Orlando Magic|Philadelphia 76ers,SAS|ORL|PHI,
1628424,Kobi Simmons,Memphis Grizzlies|Cleveland Cavaliers|Charlotte Hornets|Toronto Raptors,MEM|CLE|CHA|TOR,
1489,Lionel Simmons,Sacramento Kings,SAC,
1750,Miles Simon,,,
1630250,Marko Simonovic,Chicago Bulls,CHI,
1629014,Anfernee Simons,Portland Trail Blazers|Boston Celtics|Chicago Bulls,POR|BOS|CHI,
54,Dickey Simpkins,Chicago Bulls|Golden State Warriors|Atlanta Hawks,CHI|GSW|ATL,
202067,Diamon Simpson,,,
1642354,KJ Simpson,Charlotte Hornets|Denver Nuggets,CHA|DEN,
78157,Ralph Simpson,Detroit Pistons|Denver Nuggets|Brooklyn Nets|Philadelphia 76ers,DET|DEN|BKN|PHI,
1630285,Zavier Simpson,Oklahoma City Thunder|Memphis Grizzlies,OKC|MEM,
1591,Alvin Sims,,,
78160,Bob Sims,,,
201235,Courtney Sims,Indiana Pacers|Phoenix Suns|New York Knicks,IND|PHX|NYK,
78159,Doug Sims,,,
203156,Henry Sims,New Orleans Pelicans|Cleveland Cavaliers|Philadelphia 76ers|Brooklyn Nets,NOP|CLE|PHI|BKN,
1631301,Jaylen Sims,,,
1630579,Jericho Sims,New York Knicks|Milwaukee Bucks,NYK|MIL,
78161,Scott Sims,,,
202713,Kyle Singler,Detroit Pistons|Oklahoma City Thunder,DET|OKC,
201606,Sean Singletary,Phoenix Suns|Charlotte Hornets,PHX|CHA,
202698,Chris Singleton,Washington Wizards,WAS,
101189,James Singleton,LA Clippers|Dallas Mavericks|Washington Wizards,LAC|DAL|WAS,
78162,Mckinley Singleton,,,
78163,Zeke Sinicola,Detroit Pistons,DET,
1629686,Deividas Sirvydis,Detroit Pistons,DET,
78164,Charlie Sitton,,,
203491,Peyton Siva,,,
1631376,Dmytro Skapintsev,,,
101,Scott Skiles,Milwaukee Bucks|Indiana Pacers|Orlando Magic|Washington Wizards|Philadelphia 76ers,MIL|IND|ORL|WAS|PHI,
78167,Al Skinner,Brooklyn Nets|Detroit Pistons|Philadelphia 76ers,BKN|DET|PHI,
1730,Brian Skinner,LA Clippers|Cleveland Cavaliers|Philadelphia 76ers|Milwaukee Bucks|Sacramento Kings|Portland Trail Blazers|Phoenix Suns|Memphis Grizzlies,LAC|CLE|PHI|MIL|SAC|POR|PHX|MEM,
78168,Talvin Skinner,Oklahoma City Thunder,OKC,
78169,Whitey Skoog,Los Angeles Lakers,LAL,
78170,Jeff Slade,,,
1073,Reggie Slater,Denver Nuggets|Portland Trail Blazers|Dallas Mavericks|Toronto Raptors|Minnesota Timberwolves|Brooklyn Nets|Atlanta Hawks,DEN|POR|DAL|TOR|MIN|BKN|ATL,
78171,Jim Slaughter,,,
78172,Jose Slaughter,,,
1641771,Jalen Slawson,Sacramento Kings|Indiana Pacers,SAC|IND,
2447,Tamar Slay,Brooklyn Nets|Charlotte Hornets,BKN|CHA,
202388,Donald Sloan,Atlanta Hawks|New Orleans Pelicans|Cleveland Cavaliers|Indiana Pacers|Brooklyn Nets,ATL|NOP|CLE|IND|BKN,
78173,Jerry Sloan,Washington Wizards|Chicago Bulls,WAS|CHI,
101166,Uros Slokar,,,
78174,Tom Sluby,,,
1629346,Alen Smailagic,Golden State Warriors,GSW,
1642914,Javon Small,,,
1630606,Javonte Smart,Milwaukee Bucks|Miami Heat|Philadelphia 76ers,MIL|MIA|PHI,
78175,Keith Smart,,,
203935,Marcus Smart,Boston Celtics|Memphis Grizzlies|Washington Wizards|Los Angeles Lakers,BOS|MEM|WAS|LAL,
78176,Belus Smawley,,,
78177,Jack Smiley,Detroit Pistons,DET,
78178,Adrian Smith,Sacramento Kings|Golden State Warriors,SAC|GSW,
78207,Bill Smith,Portland Trail Blazers,POR,
78209,Bill Smith,,,
78202,Bingo Smith,Houston Rockets|Cleveland Cavaliers|LA Clippers,HOU|CLE|LAC,
78203,Bobby Smith,Los Angeles Lakers,LAL,
293,Charles Smith,LA Clippers|New York Knicks|San Antonio Spurs,LAC|NYK|SAS,
1520,Charles Smith,Miami Heat|LA Clippers|San Antonio Spurs|Portland Trail Blazers|Denver Nuggets,MIA|LAC|SAS|POR|DEN,
78179,Charles Smith,Boston Celtics|Minnesota Timberwolves,BOS|MIN,
1814,Chris Smith,Minnesota Timberwolves,MIN,
203147,Chris Smith,,,
78181,Clinton Smith,Golden State Warriors|Washington Wizards,GSW|WAS,
200783,Craig Smith,Minnesota Timberwolves|LA Clippers|Portland Trail Blazers,MIN|LAC|POR,
78182,Deb Smith,,,
78183,Derek Smith,Golden State Warriors|LA Clippers|Sacramento Kings|Philadelphia 76ers|Boston Celtics,GSW|LAC|SAC|PHI|BOS,
78184,Don Smith,,,
78185,Donald Smith,,,
2764,Donta Smith,Atlanta Hawks,ATL,
475,Doug Smith,Dallas Mavericks|Boston Celtics,DAL|BOS,
1630696,Dru Smith,Miami Heat|Brooklyn Nets,MIA|BKN,
78187,Ed Smith,,,
78188,Elmore Smith,LA Clippers|Los Angeles Lakers|Milwaukee Bucks|Cleveland Cavaliers,LAC|LAL|MIL|CLE,
78189,Garfield Smith,Boston Celtics,BOS,
78190,Greg Smith,Milwaukee Bucks|Houston Rockets|Portland Trail Blazers,MIL|HOU|POR,
202962,Greg Smith,Houston Rockets|Dallas Mavericks|Minnesota Timberwolves,HOU|DAL|MIN,
202397,Ish Smith,Houston Rockets|Memphis Grizzlies|Golden State Warriors|Orlando Magic|Milwaukee Bucks|Phoenix Suns|Oklahoma City Thunder|Philadelphia 76ers|New Orleans Pelicans|Detroit Pistons|Washington Wizards|Charlotte Hornets|Denver Nuggets,HOU|MEM|GSW|ORL|MIL|PHX|OKC|PHI|NOP|DET|WAS|CHA|DEN,
2747,JR Smith,New Orleans Pelicans|Denver Nuggets|New York Knicks|Cleveland Cavaliers|Los Angeles Lakers,NOP|DEN|NYK|CLE|LAL,
2074,Jabari Smith,Sacramento Kings|Philadelphia 76ers|Brooklyn Nets,SAC|PHI|BKN,
1630188,Jalen Smith,Phoenix Suns|Indiana Pacers|Chicago Bulls,PHX|IND|CHI,
201160,Jason Smith,Philadelphia 76ers|New Orleans Pelicans|New York Knicks|Orlando Magic|Washington Wizards|Milwaukee Bucks,PHI|NOP|NYK|ORL|WAS|MIL,
202536,Jerry Smith,,,
78191,Jim Smith,LA Clippers|Detroit Pistons,LAC|DET,
693,Joe Smith,Golden State Warriors|Philadelphia 76ers|Minnesota Timberwolves|Detroit Pistons|Milwaukee Bucks|Denver Nuggets|Chicago Bulls|Cleveland Cavaliers|Oklahoma City Thunder|Atlanta Hawks|Brooklyn Nets|Los Angeles Lakers,GSW|PHI|MIN|DET|MIL|DEN|CHI|CLE|OKC|ATL|BKN|LAL,
2746,Josh Smith,Atlanta Hawks|Detroit Pistons|Houston Rockets|LA Clippers|New Orleans Pelicans,ATL|DET|HOU|LAC|NOP,
78192,Keith Smith,,,
181,Kenny Smith,Sacramento Kings|Atlanta Hawks|Houston Rockets|Detroit Pistons|Orlando Magic|Denver Nuggets,SAC|ATL|HOU|DET|ORL|DEN,
78194,Labradford Smith,Washington Wizards|Sacramento Kings,WAS|SAC,
78195,Larry Smith,Golden State Warriors|Houston Rockets|San Antonio Spurs,GSW|HOU|SAS,
1910,Leon Smith,Atlanta Hawks|Oklahoma City Thunder,ATL|OKC,
1641869,Malachi Smith,,,
63,Michael Smith,Sacramento Kings|Memphis Grizzlies|Washington Wizards,SAC|MEM|WAS,
78197,Michael Smith,Boston Celtics|LA Clippers,BOS|LAC,
2065,Mike Smith,,,
202701,Nolan Smith,Portland Trail Blazers,POR,
78198,Otis Smith,Denver Nuggets|Golden State Warriors|Orlando Magic,DEN|GSW|ORL,
78199,Phil Smith,Golden State Warriors|LA Clippers|Oklahoma City Thunder,GSW|LAC|OKC,
78200,Randy Smith,LA Clippers|Cleveland Cavaliers|New York Knicks|Atlanta Hawks,LAC|CLE|NYK|ATL,
78201,Reggie Smith,Portland Trail Blazers,POR,
78204,Robert Smith,Denver Nuggets|Utah Jazz|Brooklyn Nets|Cleveland Cavaliers|Milwaukee Bucks|LA Clippers|San Antonio Spurs,DEN|UTA|BKN|CLE|MIL|LAC|SAS,
203893,Russ Smith,New Orleans Pelicans|Memphis Grizzlies,NOP|MEM,
78205,Sammy Smith,Milwaukee Bucks|Chicago Bulls,MIL|CHI,
120,Steven Smith,Miami Heat|Atlanta Hawks|Portland Trail Blazers|San Antonio Spurs|New Orleans Pelicans|Charlotte Hornets,MIA|ATL|POR|SAS|NOP|CHA,
200848,Steven Smith,,,
1478,Stevin Smith,,,
1631173,Terquavion Smith,,,
2604,Theron Smith,Memphis Grizzlies|Charlotte Hornets,MEM|CHA,
1642449,Tolu Smith,Detroit Pistons,DET,
380,Tony Smith,Los Angeles Lakers|Phoenix Suns|Miami Heat|Charlotte Hornets|Milwaukee Bucks|Atlanta Hawks,LAL|PHX|MIA|CHA|MIL|ATL,
1641890,Tyler Smith,Milwaukee Bucks|Dallas Mavericks,MIL|DAL,
